Time,CH 1 MOSI,CH 2 MISO,CH 3 SCLK,CH 4 CS
2.941420000,1,0,0,0
2.941470000,1,0,1,0
2.941522000,1,0,0,0
2.941574000,1,0,1,0
2.941624000,1,0,0,0
2.941676000,1,0,1,0
2.941726000,1,0,0,0
2.941778000,1,0,1,0
2.941830000,1,0,0,0
2.941880000,1,0,1,0
2.941932000,1,0,0,0
2.941982000,1,0,1,0
2.942034000,1,0,0,0
2.942452000,1,0,1,0
2.942504000,1,0,0,0
2.942556000,1,0,1,0
2.942606000,1,0,0,0
2.942658000,1,0,1,0
2.942708000,1,0,0,0
2.942760000,1,0,1,0
2.942812000,1,0,0,0
2.942862000,1,0,1,0
2.942914000,1,0,0,0
2.942964000,1,0,1,0
2.943016000,1,0,0,0
2.943068000,1,0,1,0
2.943118000,1,0,0,0
2.943170000,1,0,1,0
2.943220000,1,0,0,0
2.943640000,1,0,1,0
2.943692000,1,0,0,0
2.943744000,1,0,1,0
2.943794000,1,0,0,0
2.943846000,1,0,1,0
2.943896000,1,0,0,0
2.943948000,1,0,1,0
2.944000000,1,0,0,0
2.944050000,1,0,1,0
2.944102000,1,0,0,0
2.944152000,1,0,1,0
2.944204000,1,0,0,0
2.944256000,1,0,1,0
2.944306000,1,0,0,0
2.944358000,1,0,1,0
2.944408000,1,0,0,0
2.944774000,1,0,1,0
2.944824000,1,0,0,0
2.944876000,1,0,1,0
2.944926000,1,0,0,0
2.944978000,1,0,1,0
2.945030000,1,0,0,0
2.945080000,1,0,1,0
2.945132000,1,0,0,0
2.945182000,1,0,1,0
2.945234000,1,0,0,0
2.945286000,1,0,1,0
2.945336000,1,0,0,0
2.945388000,1,0,1,0
2.945438000,1,0,0,0
2.945490000,1,0,1,0
2.945542000,1,0,0,0
2.946186000,1,0,1,0
2.946238000,1,0,0,0
2.946288000,1,0,1,0
2.946340000,1,0,0,0
2.946390000,1,0,1,0
2.946442000,1,0,0,0
2.946494000,1,0,1,0
2.946544000,1,0,0,0
2.946596000,1,0,1,0
2.946646000,1,0,0,0
2.946698000,1,0,1,0
2.946750000,1,0,0,0
2.946800000,1,0,1,0
2.946852000,1,0,0,0
2.946902000,1,0,1,0
2.946954000,1,0,0,0
2.947494000,1,0,1,0
2.947544000,1,0,0,0
2.947596000,1,0,1,0
2.947648000,1,0,0,0
2.947698000,1,0,1,0
2.947750000,1,0,0,0
2.947800000,1,0,1,0
2.947852000,1,0,0,0
2.947904000,1,0,1,0
2.947954000,1,0,0,0
2.948006000,1,0,1,0
2.948056000,1,0,0,0
2.948108000,1,0,1,0
2.948160000,1,0,0,0
2.948210000,1,0,1,0
2.948262000,1,0,0,0
2.948682000,1,0,1,0
2.948734000,1,0,0,0
2.948784000,1,0,1,0
2.948836000,1,0,0,0
2.948886000,1,0,1,0
2.948938000,1,0,0,0
2.948990000,1,0,1,0
2.949040000,1,0,0,0
2.949092000,1,0,1,0
2.949142000,1,0,0,0
2.949194000,1,0,1,0
2.949246000,1,0,0,0
2.949296000,1,0,1,0
2.949348000,1,0,0,0
2.949398000,1,0,1,0
2.949450000,1,0,0,0
2.950114000,1,0,1,0
2.950164000,1,0,0,0
2.950216000,1,0,1,0
2.950268000,1,0,0,0
2.950318000,1,0,1,0
2.950370000,1,0,0,0
2.950420000,1,0,1,0
2.950472000,1,0,0,0
2.950524000,1,0,1,0
2.950574000,1,0,0,0
2.950626000,1,0,1,0
2.950676000,1,0,0,0
2.950728000,1,0,1,0
2.950780000,1,0,0,0
2.950830000,1,0,1,0
2.950882000,1,0,0,0
2.951458000,1,0,1,0
2.951510000,1,0,0,0
2.951560000,1,0,1,0
2.951612000,1,0,0,0
2.951664000,1,0,1,0
2.951714000,1,0,0,0
2.951766000,1,0,1,0
2.951816000,1,0,0,0
2.951868000,1,0,1,0
2.951920000,1,0,0,0
2.951970000,1,0,1,0
2.952022000,1,0,0,0
2.952072000,1,0,1,0
2.952124000,1,0,0,0
2.952176000,1,0,1,0
2.952226000,1,0,0,0
2.952648000,1,0,1,0
2.952698000,1,0,0,0
2.952750000,1,0,1,0
2.952802000,1,0,0,0
2.952852000,1,0,1,0
2.952904000,1,0,0,0
2.952954000,1,0,1,0
2.953006000,1,0,0,0
2.953058000,1,0,1,0
2.953108000,1,0,0,0
2.953160000,1,0,1,0
2.953210000,1,0,0,0
2.953262000,1,0,1,0
2.953314000,1,0,0,0
2.953364000,1,0,1,0
2.953416000,1,0,0,0
2.953946000,1,0,1,0
2.953998000,1,0,0,0
2.954048000,1,0,1,0
2.954100000,1,0,0,0
2.954152000,1,0,1,0
2.954202000,1,0,0,0
2.954254000,1,0,1,0
2.954304000,1,0,0,0
2.954356000,1,0,1,0
2.954408000,1,0,0,0
2.954458000,1,0,1,0
2.954510000,1,0,0,0
2.954560000,1,0,1,0
2.954612000,1,0,0,0
2.954664000,1,0,1,0
2.954714000,1,0,0,0
2.955202000,1,0,1,0
2.955254000,1,0,0,0
2.955306000,1,0,1,0
2.955356000,1,0,0,0
2.955408000,1,0,1,0
2.955458000,1,0,0,0
2.955510000,1,0,1,0
2.955562000,1,0,0,0
2.955612000,1,0,1,0
2.955664000,1,0,0,0
2.955714000,1,0,1,0
2.955766000,1,0,0,0
2.955818000,1,0,1,0
2.955868000,1,0,0,0
2.955920000,1,0,1,0
2.955970000,1,0,0,0
2.956472000,1,0,1,0
2.956522000,1,0,0,0
2.956574000,1,0,1,0
2.956626000,1,0,0,0
2.956676000,1,0,1,0
2.956728000,1,0,0,0
2.956778000,1,0,1,0
2.956830000,1,0,0,0
2.956882000,1,0,1,0
2.956932000,1,0,0,0
2.956984000,1,0,1,0
2.957034000,1,0,0,0
2.957086000,1,0,1,0
2.957138000,1,0,0,0
2.957188000,1,0,1,0
2.957240000,1,0,0,0
2.957606000,1,0,1,0
2.957656000,1,0,0,0
2.957708000,1,0,1,0
2.957758000,1,0,0,0
2.957810000,1,0,1,0
2.957862000,1,0,0,0
2.957912000,1,0,1,0
2.957964000,1,0,0,0
2.958014000,1,0,1,0
2.958066000,1,0,0,0
2.958118000,1,0,1,0
2.958168000,1,0,0,0
2.958220000,1,0,1,0
2.958270000,1,0,0,0
2.958322000,1,0,1,0
2.958374000,1,0,0,0
2.958824000,1,0,1,0
2.958876000,1,0,0,0
2.958928000,1,0,1,0
2.958978000,1,0,0,0
2.959030000,1,0,1,0
2.959080000,1,0,0,0
2.959132000,1,0,1,0
2.959184000,1,0,0,0
2.959234000,1,0,1,0
2.959286000,1,0,0,0
2.959336000,1,0,1,0
2.959388000,1,0,0,0
2.959440000,1,0,1,0
2.959490000,1,0,0,0
2.959542000,1,0,1,0
2.959592000,1,0,0,0
2.960198000,1,0,1,0
2.960250000,1,0,0,0
2.960300000,1,0,1,0
2.960352000,1,0,0,0
2.960402000,1,0,1,0
2.960454000,1,0,0,0
2.960506000,1,0,1,0
2.960556000,1,0,0,0
2.960608000,1,0,1,0
2.960658000,1,0,0,0
2.960710000,1,0,1,0
2.960762000,1,0,0,0
2.960812000,1,0,1,0
2.960864000,1,0,0,0
2.960914000,1,0,1,0
2.960966000,1,0,0,0
2.961396000,1,0,1,0
2.961448000,1,0,0,0
2.961500000,1,0,1,0
2.961550000,1,0,0,0
2.961602000,1,0,1,0
2.961652000,1,0,0,0
2.961704000,1,0,1,0
2.961756000,1,0,0,0
2.961806000,1,0,1,0
2.961858000,1,0,0,0
2.961908000,1,0,1,0
2.961960000,1,0,0,0
2.962012000,1,0,1,0
2.962062000,1,0,0,0
2.962114000,1,0,1,0
2.962164000,1,0,0,0
2.962668000,1,0,1,0
2.962718000,1,0,0,0
2.962770000,1,0,1,0
2.962822000,1,0,0,0
2.962872000,1,0,1,0
2.962924000,1,0,0,0
2.962974000,1,0,1,0
2.963026000,1,0,0,0
2.963078000,1,0,1,0
2.963128000,1,0,0,0
2.963180000,1,0,1,0
2.963230000,1,0,0,0
2.963282000,1,0,1,0
2.963334000,1,0,0,0
2.963384000,1,0,1,0
2.963436000,1,0,0,0
2.963860000,1,0,1,0
2.963912000,1,0,0,0
2.963962000,1,0,1,0
2.964014000,1,0,0,0
2.964064000,1,0,1,0
2.964116000,1,0,0,0
2.964168000,1,0,1,0
2.964218000,1,0,0,0
2.964270000,1,0,1,0
2.964320000,1,0,0,0
2.964372000,1,0,1,0
2.964424000,1,0,0,0
2.964474000,1,0,1,0
2.964526000,1,0,0,0
2.964576000,1,0,1,0
2.964628000,1,0,0,0
2.965282000,1,0,1,0
2.965334000,1,0,0,0
2.965384000,1,0,1,0
2.965436000,1,0,0,0
2.965488000,1,0,1,0
2.965538000,1,0,0,0
2.965590000,1,0,1,0
2.965640000,1,0,0,0
2.965692000,1,0,1,0
2.965744000,1,0,0,0
2.965794000,1,0,1,0
2.965846000,1,0,0,0
2.965896000,1,0,1,0
2.965948000,1,0,0,0
2.966000000,1,0,1,0
2.966050000,1,0,0,0
2.966590000,1,0,1,0
2.966642000,1,0,0,0
2.966692000,1,0,1,0
2.966744000,1,0,0,0
2.966796000,1,0,1,0
2.966846000,1,0,0,0
2.966898000,1,0,1,0
2.966948000,1,0,0,0
2.967000000,1,0,1,0
2.967052000,1,0,0,0
2.967102000,1,0,1,0
2.967154000,1,0,0,0
2.967204000,1,0,1,0
2.967256000,1,0,0,0
2.967308000,1,0,1,0
2.967358000,1,0,0,0
2.967784000,1,0,1,0
2.967836000,1,0,0,0
2.967886000,1,0,1,0
2.967938000,1,0,0,0
2.967988000,1,0,1,0
2.968040000,1,0,0,0
2.968092000,1,0,1,0
2.968142000,1,0,0,0
2.968194000,1,0,1,0
2.968244000,1,0,0,0
2.968296000,1,0,1,0
2.968348000,1,0,0,0
2.968398000,1,0,1,0
2.968450000,1,0,0,0
2.968500000,1,0,1,0
2.968552000,1,0,0,0
2.969204000,1,0,1,0
2.969254000,1,0,0,0
2.969306000,1,0,1,0
2.969358000,1,0,0,0
2.969408000,1,0,1,0
2.969460000,1,0,0,0
2.969510000,1,0,1,0
2.969562000,1,0,0,0
2.969614000,1,0,1,0
2.969664000,1,0,0,0
2.969716000,1,0,1,0
2.969766000,1,0,0,0
2.969818000,1,0,1,0
2.969870000,1,0,0,0
2.969920000,1,0,1,0
2.969972000,1,0,0,0
2.970392000,1,0,1,0
2.970444000,1,0,0,0
2.970496000,1,0,1,0
2.970546000,1,0,0,0
2.970598000,1,0,1,0
2.970648000,1,0,0,0
2.970700000,1,0,1,0
2.970752000,1,0,0,0
2.970802000,1,0,1,0
2.970854000,1,0,0,0
2.970904000,1,0,1,0
2.970956000,1,0,0,0
2.971008000,1,0,1,0
2.971058000,1,0,0,0
2.971110000,1,0,1,0
2.971160000,1,0,0,0
2.971638000,1,0,1,0
2.971690000,1,0,0,0
2.971742000,1,0,1,0
2.971792000,1,0,0,0
2.971844000,1,0,1,0
2.971894000,1,0,0,0
2.971946000,1,0,1,0
2.971998000,1,0,0,0
2.972048000,1,0,1,0
2.972100000,1,0,0,0
2.972150000,1,0,1,0
2.972202000,1,0,0,0
2.972254000,1,0,1,0
2.972304000,1,0,0,0
2.972356000,1,0,1,0
2.972406000,1,0,0,0
2.972826000,1,0,1,0
2.972876000,1,0,0,0
2.972928000,1,0,1,0
2.972978000,1,0,0,0
2.973030000,1,0,1,0
2.973082000,1,0,0,0
2.973132000,1,0,1,0
2.973184000,1,0,0,0
2.973234000,1,0,1,0
2.973286000,1,0,0,0
2.973338000,1,0,1,0
2.973388000,1,0,0,0
2.973440000,1,0,1,0
2.973490000,1,0,0,0
2.973542000,1,0,1,0
2.973594000,1,0,0,0
2.974184000,1,0,1,0
2.974236000,1,0,0,0
2.974286000,1,0,1,0
2.974338000,1,0,0,0
2.974388000,1,0,1,0
2.974440000,1,0,0,0
2.974492000,1,0,1,0
2.974542000,1,0,0,0
2.974594000,1,0,1,0
2.974644000,1,0,0,0
2.974696000,1,0,1,0
2.974748000,1,0,0,0
2.974798000,1,0,1,0
2.974850000,1,0,0,0
2.974900000,1,0,1,0
2.974952000,1,0,0,0
2.975488000,1,0,1,0
2.975538000,1,0,0,0
2.975590000,1,0,1,0
2.975640000,1,0,0,0
2.975692000,1,0,1,0
2.975744000,1,0,0,0
2.975794000,1,0,1,0
2.975846000,1,0,0,0
2.975896000,1,0,1,0
2.975948000,1,0,0,0
2.976000000,1,0,1,0
2.976050000,1,0,0,0
2.976102000,1,0,1,0
2.976152000,1,0,0,0
2.976204000,1,0,1,0
2.976256000,1,0,0,0
2.976678000,1,0,1,0
2.976728000,1,0,0,0
2.976780000,1,0,1,0
2.976830000,1,0,0,0
2.976882000,1,0,1,0
2.976934000,1,0,0,0
2.976984000,1,0,1,0
2.977036000,1,0,0,0
2.977086000,1,0,1,0
2.977138000,1,0,0,0
2.977190000,1,0,1,0
2.977240000,1,0,0,0
2.977292000,1,0,1,0
2.977342000,1,0,0,0
2.977394000,1,0,1,0
2.977446000,1,0,0,0
2.978102000,1,0,1,0
2.978152000,1,0,0,0
2.978204000,1,0,1,0
2.978256000,1,0,0,0
2.978306000,1,0,1,0
2.978358000,1,0,0,0
2.978408000,1,0,1,0
2.978460000,1,0,0,0
2.978512000,1,0,1,0
2.978562000,1,0,0,0
2.978614000,1,0,1,0
2.978664000,1,0,0,0
2.978716000,1,0,1,0
2.978768000,1,0,0,0
2.978818000,1,0,1,0
2.978870000,1,0,0,0
2.979478000,1,0,1,0
2.979530000,1,0,0,0
2.979580000,1,0,1,0
2.979632000,1,0,0,0
2.979682000,1,0,1,0
2.979734000,1,0,0,0
2.979786000,1,0,1,0
2.979836000,1,0,0,0
2.979888000,1,0,1,0
2.979938000,1,0,0,0
2.979990000,1,0,1,0
2.980042000,1,0,0,0
2.980092000,1,0,1,0
2.980144000,1,0,0,0
2.980194000,1,0,1,0
2.980246000,1,0,0,0
2.980650000,1,0,1,0
2.980702000,1,0,0,0
2.980752000,1,0,1,0
2.980804000,1,0,0,0
2.980854000,1,0,1,0
2.980906000,1,0,0,0
2.980958000,1,0,1,0
2.981008000,1,0,0,0
2.981060000,1,0,1,0
2.981110000,1,0,0,0
2.981162000,1,0,1,0
2.981214000,1,0,0,0
2.981264000,1,0,1,0
2.981316000,1,0,0,0
2.981366000,1,0,1,0
2.981418000,1,0,0,0
2.981938000,1,0,1,0
2.981990000,1,0,0,0
2.982040000,1,0,1,0
2.982092000,1,0,0,0
2.982142000,1,0,1,0
2.982194000,1,0,0,0
2.982246000,1,0,1,0
2.982296000,1,0,0,0
2.982348000,1,0,1,0
2.982398000,1,0,0,0
2.982450000,1,0,1,0
2.982502000,1,0,0,0
2.982552000,1,0,1,0
2.982604000,1,0,0,0
2.982654000,1,0,1,0
2.982706000,1,0,0,0
2.983240000,1,0,1,0
2.983290000,1,0,0,0
2.983342000,1,0,1,0
2.983392000,1,0,0,0
2.983444000,1,0,1,0
2.983496000,1,0,0,0
2.983546000,1,0,1,0
2.983598000,1,0,0,0
2.983648000,1,0,1,0
2.983700000,1,0,0,0
2.983752000,1,0,1,0
2.983802000,1,0,0,0
2.983854000,1,0,1,0
2.983904000,1,0,0,0
2.983956000,1,0,1,0
2.984008000,1,0,0,0
2.984458000,1,0,1,0
2.984510000,1,0,0,0
2.984560000,1,0,1,0
2.984612000,1,0,0,0
2.984664000,1,0,1,0
2.984714000,1,0,0,0
2.984766000,1,0,1,0
2.984816000,1,0,0,0
2.984868000,1,0,1,0
2.984920000,1,0,0,0
2.984970000,1,0,1,0
2.985022000,1,0,0,0
2.985074000,1,0,1,0
2.985124000,1,0,0,0
2.985176000,1,0,1,0
2.985226000,1,0,0,0
2.985586000,1,0,1,0
2.985636000,1,0,0,0
2.985688000,1,0,1,0
2.985740000,1,0,0,0
2.985790000,1,0,1,0
2.985842000,1,0,0,0
2.985892000,1,0,1,0
2.985944000,1,0,0,0
2.985996000,1,0,1,0
2.986046000,1,0,0,0
2.986098000,1,0,1,0
2.986148000,1,0,0,0
2.986200000,1,0,1,0
2.986252000,1,0,0,0
2.986302000,1,0,1,0
2.986354000,1,0,0,0
2.986868000,1,0,1,0
2.986920000,1,0,0,0
2.986972000,1,0,1,0
2.987022000,1,0,0,0
2.987074000,1,0,1,0
2.987124000,1,0,0,0
2.987176000,1,0,1,0
2.987228000,1,0,0,0
2.987278000,1,0,1,0
2.987330000,1,0,0,0
2.987380000,1,0,1,0
2.987432000,1,0,0,0
2.987484000,1,0,1,0
2.987534000,1,0,0,0
2.987586000,1,0,1,0
2.987636000,1,0,0,0
2.988222000,1,0,1,0
2.988272000,1,0,0,0
2.988324000,1,0,1,0
2.988376000,1,0,0,0
2.988426000,1,0,1,0
2.988478000,1,0,0,0
2.988528000,1,0,1,0
2.988580000,1,0,0,0
2.988632000,1,0,1,0
2.988682000,1,0,0,0
2.988734000,1,0,1,0
2.988784000,1,0,0,0
2.988836000,1,0,1,0
2.988888000,1,0,0,0
2.988938000,1,0,1,0
2.988990000,1,0,0,0
2.989420000,1,0,1,0
2.989470000,1,0,0,0
2.989522000,1,0,1,0
2.989572000,1,0,0,0
2.989624000,1,0,1,0
2.989676000,1,0,0,0
2.989726000,1,0,1,0
2.989778000,1,0,0,0
2.989828000,1,0,1,0
2.989880000,1,0,0,0
2.989932000,1,0,1,0
2.989982000,1,0,0,0
2.990034000,1,0,1,0
2.990084000,1,0,0,0
2.990136000,1,0,1,0
2.990188000,1,0,0,0
2.990678000,1,0,1,0
2.990728000,1,0,0,0
2.990780000,1,0,1,0
2.990830000,1,0,0,0
2.990882000,1,0,1,0
2.990934000,1,0,0,0
2.990984000,1,0,1,0
2.991036000,1,0,0,0
2.991086000,1,0,1,0
2.991138000,1,0,0,0
2.991190000,1,0,1,0
2.991240000,1,0,0,0
2.991292000,1,0,1,0
2.991342000,1,0,0,0
2.991394000,1,0,1,0
2.991446000,1,0,0,0
2.991912000,1,0,1,0
2.991962000,1,0,0,0
2.992014000,1,0,1,0
2.992064000,1,0,0,0
2.992116000,1,0,1,0
2.992168000,1,0,0,0
2.992218000,1,0,1,0
2.992270000,1,0,0,0
2.992320000,1,0,1,0
2.992372000,1,0,0,0
2.992424000,1,0,1,0
2.992474000,1,0,0,0
2.992526000,1,0,1,0
2.992576000,1,0,0,0
2.992628000,1,0,1,0
2.992680000,1,0,0,0
2.993284000,1,0,1,0
2.993334000,1,0,0,0
2.993386000,1,0,1,0
2.993438000,1,0,0,0
2.993488000,1,0,1,0
2.993540000,1,0,0,0
2.993590000,1,0,1,0
2.993642000,1,0,0,0
2.993694000,1,0,1,0
2.993744000,1,0,0,0
2.993796000,1,0,1,0
2.993846000,1,0,0,0
2.993898000,1,0,1,0
2.993950000,1,0,0,0
2.994000000,1,0,1,0
2.994052000,1,0,0,0
2.994584000,1,0,1,0
2.994636000,1,0,0,0
2.994688000,1,0,1,0
2.994738000,1,0,0,0
2.994790000,1,0,1,0
2.994840000,1,0,0,0
2.994892000,1,0,1,0
2.994944000,1,0,0,0
2.994994000,1,0,1,0
2.995046000,1,0,0,0
2.995096000,1,0,1,0
2.995148000,1,0,0,0
2.995200000,1,0,1,0
2.995250000,1,0,0,0
2.995302000,1,0,1,0
2.995352000,1,0,0,0
2.996290000,1,0,1,0
2.996342000,1,0,0,0
2.996394000,1,0,1,0
2.996444000,1,0,0,0
2.996496000,1,0,1,0
2.996546000,1,0,0,0
2.996598000,1,0,1,0
2.996650000,1,0,0,0
2.996700000,1,0,1,0
2.996752000,1,0,0,0
2.996802000,1,0,1,0
2.996854000,1,0,0,0
2.996906000,1,0,1,0
2.996956000,1,0,0,0
2.997008000,1,0,1,0
2.997058000,1,0,0,0
2.997440000,1,0,1,0
2.997492000,1,0,0,0
2.997544000,1,0,1,0
2.997594000,1,0,0,0
2.997646000,1,0,1,0
2.997696000,1,0,0,0
2.997748000,1,0,1,0
2.997800000,1,0,0,0
2.997850000,1,0,1,0
2.997902000,1,0,0,0
2.997952000,1,0,1,0
2.998004000,1,0,0,0
2.998056000,1,0,1,0
2.998106000,1,0,0,0
2.998158000,1,0,1,0
2.998208000,1,0,0,0
2.998730000,1,0,1,0
2.998782000,1,0,0,0
2.998832000,1,0,1,0
2.998884000,1,0,0,0
2.998934000,1,0,1,0
2.998986000,1,0,0,0
2.999038000,1,0,1,0
2.999088000,1,0,0,0
2.999140000,1,0,1,0
2.999190000,1,0,0,0
2.999242000,1,0,1,0
2.999294000,1,0,0,0
2.999344000,1,0,1,0
2.999396000,1,0,0,0
2.999446000,1,0,1,0
2.999498000,1,0,0,0
2.999934000,1,0,1,0
2.999986000,1,0,0,0
3.000036000,1,0,1,0
3.000088000,1,0,0,0
3.000138000,1,0,1,0
3.000190000,1,0,0,0
3.000242000,1,0,1,0
3.000292000,1,0,0,0
3.000344000,1,0,1,0
3.000394000,1,0,0,0
3.000446000,1,0,1,0
3.000498000,1,0,0,0
3.000548000,1,0,1,0
3.000600000,1,0,0,0
3.000650000,1,0,1,0
3.000702000,1,0,0,0
3.001242000,1,0,1,0
3.001294000,1,0,0,0
3.001344000,1,0,1,0
3.001396000,1,0,0,0
3.001446000,1,0,1,0
3.001498000,1,0,0,0
3.001550000,1,0,1,0
3.001600000,1,0,0,0
3.001652000,1,0,1,0
3.001702000,1,0,0,0
3.001754000,1,0,1,0
3.001806000,1,0,0,0
3.001856000,1,0,1,0
3.001908000,1,0,0,0
3.001958000,1,0,1,0
3.002010000,1,0,0,0
3.002370000,1,0,1,0
3.002420000,1,0,0,0
3.002472000,1,0,1,0
3.002524000,1,0,0,0
3.002574000,1,0,1,0
3.002626000,1,0,0,0
3.002676000,1,0,1,0
3.002728000,1,0,0,0
3.002780000,1,0,1,0
3.002830000,1,0,0,0
3.002882000,1,0,1,0
3.002932000,1,0,0,0
3.002984000,1,0,1,0
3.003036000,1,0,0,0
3.003086000,1,0,1,0
3.003138000,1,0,0,0
3.003652000,1,0,1,0
3.003704000,1,0,0,0
3.003756000,1,0,1,0
3.003806000,1,0,0,0
3.003858000,1,0,1,0
3.003908000,1,0,0,0
3.003960000,1,0,1,0
3.004012000,1,0,0,0
3.004062000,1,0,1,0
3.004114000,1,0,0,0
3.004164000,1,0,1,0
3.004216000,1,0,0,0
3.004268000,1,0,1,0
3.004318000,1,0,0,0
3.004370000,1,0,1,0
3.004420000,1,0,0,0
3.004838000,1,0,1,0
3.004888000,1,0,0,0
3.004940000,1,0,1,0
3.004992000,1,0,0,0
3.005042000,1,0,1,0
3.005094000,1,0,0,0
3.005144000,1,0,1,0
3.005196000,1,0,0,0
3.005248000,1,0,1,0
3.005298000,1,0,0,0
3.005350000,1,0,1,0
3.005400000,1,0,0,0
3.005452000,1,0,1,0
3.005504000,1,0,0,0
3.005554000,1,0,1,0
3.005606000,1,0,0,0
3.006166000,1,0,1,0
3.006218000,1,0,0,0
3.006270000,1,0,1,0
3.006320000,1,0,0,0
3.006372000,1,0,1,0
3.006422000,1,0,0,0
3.006474000,1,0,1,0
3.006526000,1,0,0,0
3.006576000,1,0,1,0
3.006628000,1,0,0,0
3.006678000,1,0,1,0
3.006730000,1,0,0,0
3.006782000,1,0,1,0
3.006832000,1,0,0,0
3.006884000,1,0,1,0
3.006934000,1,0,0,0
3.007462000,1,0,1,0
3.007512000,1,0,0,0
3.007564000,1,0,1,0
3.007616000,1,0,0,0
3.007666000,1,0,1,0
3.007718000,1,0,0,0
3.007768000,1,0,1,0
3.007820000,1,0,0,0
3.007872000,1,0,1,0
3.007922000,1,0,0,0
3.007974000,1,0,1,0
3.008024000,1,0,0,0
3.008076000,1,0,1,0
3.008128000,1,0,0,0
3.008178000,1,0,1,0
3.008230000,1,0,0,0
3.008700000,1,0,1,0
3.008750000,1,0,0,0
3.008802000,1,0,1,0
3.008852000,1,0,0,0
3.008904000,1,0,1,0
3.008956000,1,0,0,0
3.009006000,1,0,1,0
3.009058000,1,0,0,0
3.009108000,1,0,1,0
3.009160000,1,0,0,0
3.009212000,1,0,1,0
3.009262000,1,0,0,0
3.009314000,1,0,1,0
3.009364000,1,0,0,0
3.009416000,1,0,1,0
3.009468000,1,0,0,0
3.009948000,1,0,1,0
3.010000000,1,0,0,0
3.010050000,1,0,1,0
3.010102000,1,0,0,0
3.010154000,1,0,1,0
3.010204000,1,0,0,0
3.010256000,1,0,1,0
3.010306000,1,0,0,0
3.010358000,1,0,1,0
3.010410000,1,0,0,0
3.010460000,1,0,1,0
3.010512000,1,0,0,0
3.010562000,1,0,1,0
3.010614000,1,0,0,0
3.010666000,1,0,1,0
3.010716000,1,0,0,0
3.011252000,1,0,1,0
3.011304000,1,0,0,0
3.011354000,1,0,1,0
3.011406000,1,0,0,0
3.011458000,1,0,1,0
3.011508000,1,0,0,0
3.011560000,1,0,1,0
3.011610000,1,0,0,0
3.011662000,1,0,1,0
3.011714000,1,0,0,0
3.011764000,1,0,1,0
3.011816000,1,0,0,0
3.011866000,1,0,1,0
3.011918000,1,0,0,0
3.011970000,1,0,1,0
3.012020000,1,0,0,0
3.012452000,1,0,1,0
3.012502000,1,0,0,0
3.012554000,1,0,1,0
3.012606000,1,0,0,0
3.012656000,1,0,1,0
3.012708000,1,0,0,0
3.012758000,1,0,1,0
3.012810000,1,0,0,0
3.012862000,1,0,1,0
3.012912000,1,0,0,0
3.012964000,1,0,1,0
3.013014000,1,0,0,0
3.013066000,1,0,1,0
3.013118000,1,0,0,0
3.013168000,1,0,1,0
3.013220000,1,0,0,0
3.013650000,1,0,1,0
3.013702000,1,0,0,0
3.013752000,1,0,1,0
3.013804000,1,0,0,0
3.013854000,1,0,1,0
3.013906000,1,0,0,0
3.013958000,1,0,1,0
3.014008000,1,0,0,0
3.014060000,1,0,1,0
3.014110000,1,0,0,0
3.014162000,1,0,1,0
3.014214000,1,0,0,0
3.014264000,1,0,1,0
3.014316000,1,0,0,0
3.014366000,1,0,1,0
3.014418000,1,0,0,0
3.014880000,1,0,1,0
3.014930000,1,0,0,0
3.014982000,1,0,1,0
3.015034000,1,0,0,0
3.015084000,1,0,1,0
3.015136000,1,0,0,0
3.015186000,1,0,1,0
3.015238000,1,0,0,0
3.015290000,1,0,1,0
3.015340000,1,0,0,0
3.015392000,1,0,1,0
3.015442000,1,0,0,0
3.015494000,1,0,1,0
3.015546000,1,0,0,0
3.015596000,1,0,1,0
3.015648000,1,0,0,0
3.016294000,1,0,1,0
3.016346000,1,0,0,0
3.016396000,1,0,1,0
3.016448000,1,0,0,0
3.016498000,1,0,1,0
3.016550000,1,0,0,0
3.016602000,1,0,1,0
3.016652000,1,0,0,0
3.016704000,1,0,1,0
3.016754000,1,0,0,0
3.016806000,1,0,1,0
3.016858000,1,0,0,0
3.016908000,1,0,1,0
3.016960000,1,0,0,0
3.017010000,1,0,1,0
3.017062000,1,0,0,0
3.017496000,1,0,1,0
3.017548000,1,0,0,0
3.017600000,1,0,1,0
3.017650000,1,0,0,0
3.017702000,1,0,1,0
3.017752000,1,0,0,0
3.017804000,1,0,1,0
3.017856000,1,0,0,0
3.017906000,1,0,1,0
3.017958000,1,0,0,0
3.018008000,1,0,1,0
3.018060000,1,0,0,0
3.018112000,1,0,1,0
3.018162000,1,0,0,0
3.018214000,1,0,1,0
3.018264000,1,0,0,0
3.018786000,1,0,1,0
3.018836000,1,0,0,0
3.018888000,1,0,1,0
3.018938000,1,0,0,0
3.018990000,1,0,1,0
3.019042000,1,0,0,0
3.019092000,1,0,1,0
3.019144000,1,0,0,0
3.019194000,1,0,1,0
3.019246000,1,0,0,0
3.019298000,1,0,1,0
3.019348000,1,0,0,0
3.019400000,1,0,1,0
3.019450000,1,0,0,0
3.019502000,1,0,1,0
3.019554000,1,0,0,0
3.020044000,1,0,1,0
3.020094000,1,0,0,0
3.020146000,1,0,1,0
3.020196000,1,0,0,0
3.020248000,1,0,1,0
3.020300000,1,0,0,0
3.020350000,1,0,1,0
3.020402000,1,0,0,0
