Time,CH 1 MOSI,CH 2 MISO,CH 3 SCLK,CH 4 CS
0.811984000,1,1,0,1
0.812036000,1,1,1,1
0.812086000,1,1,0,1
0.812138000,1,1,1,1
0.812188000,1,1,0,1
0.812562000,1,1,1,1
0.812612000,1,1,0,1
0.812664000,1,1,1,1
0.812714000,1,1,0,1
0.812766000,1,1,1,1
0.812818000,1,1,0,1
0.812868000,1,1,1,1
0.812920000,1,1,0,1
0.812970000,1,1,1,1
0.813022000,1,1,0,1
0.813074000,1,1,1,1
0.813124000,1,1,0,1
0.813176000,1,1,1,1
0.813226000,1,1,0,1
0.813278000,1,1,1,1
0.813330000,1,1,0,1
0.813664000,1,1,0,0
0.813876000,1,1,1,0
0.813928000,1,1,0,0
0.813980000,1,1,1,0
0.814030000,1,1,0,0
0.814082000,1,1,1,0
0.814132000,1,1,0,0
0.814184000,1,1,1,0
0.814236000,1,1,0,0
0.814286000,1,1,1,0
0.814338000,1,1,0,0
0.814388000,1,1,1,0
0.814440000,1,1,0,0
0.814492000,1,1,1,0
0.814542000,1,1,0,0
0.814594000,1,1,1,0
0.814644000,1,1,0,0
0.815186000,1,1,1,0
0.815238000,1,1,0,0
0.815290000,1,1,1,0
0.815340000,1,1,0,0
0.815392000,1,1,1,0
0.815442000,1,1,0,0
0.815494000,1,1,1,0
0.815546000,1,1,0,0
0.815596000,1,1,1,0
0.815648000,1,1,0,0
0.815698000,1,1,1,0
0.815750000,1,1,0,0
0.815802000,1,1,1,0
0.815852000,1,1,0,0
0.815904000,1,1,1,0
0.815954000,1,1,0,0
0.816470000,1,1,1,0
0.816522000,1,1,0,0
0.816572000,1,1,1,0
0.816624000,1,1,0,0
0.816676000,1,1,1,0
0.816726000,1,1,0,0
0.816778000,1,1,1,0
0.816828000,1,1,0,0
0.816880000,1,1,1,0
0.816932000,1,1,0,0
0.816982000,1,1,1,0
0.817034000,1,1,0,0
0.817084000,1,1,1,0
0.817136000,1,1,0,0
0.817188000,1,1,1,0
0.817238000,1,1,0,0
0.817778000,1,1,1,0
0.817828000,1,1,0,0
0.817880000,1,1,1,0
0.817930000,1,1,0,0
0.817982000,1,1,1,0
0.818034000,1,1,0,0
0.818084000,1,1,1,0
0.818136000,1,1,0,0
0.818186000,1,1,1,0
0.818238000,1,1,0,0
0.818290000,1,1,1,0
0.818340000,1,1,0,0
0.818392000,1,1,1,0
0.818442000,1,1,0,0
0.818494000,1,1,1,0
0.818546000,1,1,0,0
0.818936000,0,1,0,0
0.819090000,0,1,1,0
0.819140000,1,1,0,0
0.819192000,1,1,1,0
0.819244000,0,1,0,0
0.819294000,0,1,1,0
0.819346000,0,1,0,0
0.819396000,0,1,1,0
0.819448000,0,1,0,0
0.819500000,0,1,1,0
0.819550000,0,1,0,0
0.819602000,0,1,1,0
0.819652000,0,1,0,0
0.819704000,0,1,1,0
0.819756000,0,1,0,0
0.819806000,0,1,1,0
0.819858000,1,1,0,0
0.820264000,0,1,0,0
0.820418000,0,1,1,0
0.820470000,0,1,0,0
0.820520000,0,1,1,0
0.820572000,0,1,0,0
0.820622000,0,1,1,0
0.820674000,0,1,0,0
0.820726000,0,1,1,0
0.820776000,0,1,0,0
0.820828000,0,1,1,0
0.820878000,0,1,0,0
0.820930000,0,1,1,0
0.820982000,0,1,0,0
0.821032000,0,1,1,0
0.821084000,0,1,0,0
0.821134000,0,1,1,0
0.821186000,1,1,0,0
0.821450000,0,1,0,0
0.821604000,0,1,1,0
0.821656000,0,1,0,0
0.821706000,0,1,1,0
0.821758000,0,1,0,0
0.821810000,0,1,1,0
0.821860000,0,1,0,0
0.821912000,0,1,1,0
0.821962000,0,1,0,0
0.822014000,0,1,1,0
0.822066000,0,1,0,0
0.822116000,0,1,1,0
0.822168000,0,1,0,0
0.822218000,0,1,1,0
0.822270000,0,1,0,0
0.822322000,0,1,1,0
0.822372000,1,1,0,0
0.822708000,0,1,0,0
0.822862000,0,1,1,0
0.822914000,0,1,0,0
0.822964000,0,1,1,0
0.823016000,0,1,0,0
0.823068000,0,1,1,0
0.823118000,0,1,0,0
0.823170000,0,1,1,0
0.823220000,0,1,0,0
0.823272000,0,1,1,0
0.823324000,0,1,0,0
0.823374000,0,1,1,0
0.823426000,0,1,0,0
0.823476000,0,1,1,0
0.823528000,0,1,0,0
0.823580000,0,1,1,0
0.823630000,0,1,0,0
0.824238000,0,1,1,0
0.824290000,0,1,0,0
0.824342000,0,1,1,0
0.824392000,0,1,0,0
0.824444000,0,1,1,0
0.824494000,0,1,0,0
0.824546000,0,1,1,0
0.824598000,0,1,0,0
0.824648000,0,1,1,0
0.824700000,0,1,0,0
0.824750000,0,1,1,0
0.824802000,0,1,0,0
0.824854000,0,1,1,0
0.824904000,0,1,0,0
0.824956000,0,1,1,0
0.825006000,0,1,0,0
0.826038000,1,1,0,0
0.826192000,1,1,1,0
0.826244000,0,1,0,0
0.826294000,0,1,1,0
0.826346000,0,1,0,0
0.826396000,0,1,1,0
0.826448000,1,1,0,0
0.826500000,1,1,1,0
0.826550000,0,1,0,0
0.826602000,0,1,1,0
0.826652000,1,1,0,0
0.826704000,1,1,1,0
0.826756000,0,1,0,0
0.826806000,0,1,1,0
0.826858000,1,1,0,0
0.826908000,1,1,1,0
0.826960000,0,1,0,0
0.827328000,1,1,0,0
0.827482000,1,1,1,0
0.827532000,1,1,0,0
0.827584000,1,1,1,0
0.827636000,1,1,0,0
0.827686000,1,1,1,0
0.827738000,1,1,0,0
0.827788000,1,1,1,0
0.827840000,1,1,0,0
0.827892000,1,1,1,0
0.827942000,1,1,0,0
0.827994000,1,1,1,0
0.828044000,1,1,0,0
0.828096000,1,1,1,0
0.828148000,1,1,0,0
0.828198000,1,1,1,0
0.828250000,0,0,0,0
0.828530000,1,0,0,0
0.828684000,1,0,1,0
0.828736000,1,0,0,0
0.828786000,1,0,1,0
0.828838000,1,0,0,0
0.828888000,1,0,1,0
0.828940000,1,0,0,0
0.828992000,1,0,1,0
0.829042000,1,0,0,0
0.829094000,1,0,1,0
0.829144000,1,0,0,0
0.829196000,1,0,1,0
0.829248000,1,0,0,0
0.829298000,1,0,1,0
0.829350000,1,1,0,0
0.829400000,1,1,1,0
0.829452000,0,1,0,0
0.829926000,0,1,0,1
0.829986000,1,1,0,1
0.830140000,1,1,1,1
0.830190000,1,1,0,1
0.830242000,1,1,1,1
0.830294000,1,1,0,1
0.830344000,1,1,1,1
0.830396000,1,1,0,1
0.830446000,1,1,1,1
0.830498000,1,1,0,1
0.830550000,1,1,1,1
0.830600000,1,1,0,1
0.830652000,1,1,1,1
0.830702000,1,1,0,1
0.830754000,1,1,1,1
0.830806000,1,1,0,1
0.830856000,1,1,1,1
0.830908000,1,1,0,1
0.831164000,1,1,0,0
0.831436000,1,1,1,0
0.831486000,1,1,0,0
0.831538000,1,1,1,0
0.831590000,1,1,0,0
0.831640000,1,1,1,0
0.831692000,1,1,0,0
0.831742000,1,1,1,0
0.831794000,1,1,0,0
0.831846000,1,1,1,0
0.831896000,1,1,0,0
0.831948000,1,1,1,0
0.831998000,1,1,0,0
0.832050000,1,1,1,0
0.832102000,1,1,0,0
0.832152000,1,1,1,0
0.832204000,1,1,0,0
0.832634000,1,1,1,0
0.832686000,1,1,0,0
0.832736000,1,1,1,0
0.832788000,1,1,0,0
0.832840000,1,1,1,0
0.832890000,1,1,0,0
0.832942000,1,1,1,0
0.832992000,1,1,0,0
0.833044000,1,1,1,0
0.833096000,1,1,0,0
0.833146000,1,1,1,0
0.833198000,1,1,0,0
0.833248000,1,1,1,0
0.833300000,1,1,0,0
0.833352000,1,1,1,0
0.833402000,1,1,0,0
0.834078000,1,1,1,0
0.834130000,1,1,0,0
0.834180000,1,1,1,0
0.834232000,1,1,0,0
0.834282000,1,1,1,0
0.834334000,1,1,0,0
0.834386000,1,1,1,0
0.834436000,1,1,0,0
0.834488000,1,1,1,0
0.834538000,1,1,0,0
0.834590000,1,1,1,0
0.834642000,1,1,0,0
0.834692000,1,1,1,0
0.834744000,1,1,0,0
0.834794000,1,1,1,0
0.834846000,1,1,0,0
0.835432000,1,1,1,0
0.835484000,1,1,0,0
0.835534000,1,1,1,0
0.835586000,1,1,0,0
0.835636000,1,1,1,0
0.835688000,1,1,0,0
0.835740000,1,1,1,0
0.835790000,1,1,0,0
0.835842000,1,1,1,0
0.835892000,1,1,0,0
0.835944000,1,1,1,0
0.835996000,1,1,0,0
0.836046000,1,1,1,0
0.836098000,1,1,0,0
0.836148000,1,1,1,0
0.836200000,1,1,0,0
0.837224000,0,1,0,0
0.837378000,0,1,1,0
0.837430000,1,1,0,0
0.837480000,1,1,1,0
0.837532000,0,1,0,0
0.837584000,0,1,1,0
0.837634000,0,1,0,0
0.837686000,0,1,1,0
0.837736000,1,1,0,0
0.837788000,1,1,1,0
0.837840000,0,1,0,0
0.837890000,0,1,1,0
0.837942000,0,1,0,0
0.837992000,0,1,1,0
0.838044000,0,1,0,0
0.838096000,0,1,1,0
0.838146000,1,1,0,0
0.838506000,0,1,0,0
0.838662000,0,1,1,0
0.838712000,0,1,0,0
0.838764000,0,1,1,0
0.838814000,0,1,0,0
0.838866000,0,1,1,0
0.838918000,0,1,0,0
0.838968000,0,1,1,0
0.839020000,0,1,0,0
0.839070000,0,1,1,0
0.839122000,0,1,0,0
0.839174000,0,1,1,0
0.839224000,0,1,0,0
0.839276000,0,1,1,0
0.839328000,0,1,0,0
0.839378000,0,1,1,0
0.839430000,1,1,0,0
0.839708000,0,1,0,0
0.839862000,0,1,1,0
0.839912000,0,1,0,0
0.839964000,0,1,1,0
0.840016000,0,1,0,0
0.840066000,0,1,1,0
0.840118000,0,1,0,0
0.840168000,0,1,1,0
0.840220000,0,1,0,0
0.840272000,0,1,1,0
0.840322000,0,1,0,0
0.840374000,0,1,1,0
0.840424000,0,1,0,0
0.840476000,0,1,1,0
0.840528000,0,1,0,0
0.840578000,0,1,1,0
0.840630000,1,1,0,0
0.841106000,0,1,0,0
0.841260000,0,1,1,0
0.841312000,0,1,0,0
0.841362000,0,1,1,0
0.841414000,0,1,0,0
0.841464000,0,1,1,0
0.841516000,0,1,0,0
0.841568000,0,1,1,0
0.841618000,0,1,0,0
0.841670000,0,1,1,0
0.841720000,0,1,0,0
0.841772000,0,1,1,0
0.841824000,0,1,0,0
0.841874000,0,1,1,0
0.841926000,1,1,0,0
0.841976000,1,1,1,0
0.842028000,0,1,0,0
0.842420000,1,1,0,0
0.842574000,1,1,1,0
0.842626000,0,1,0,0
0.842676000,0,1,1,0
0.842728000,1,1,0,0
0.842778000,1,1,1,0
0.842830000,0,1,0,0
0.842882000,0,1,1,0
0.842932000,1,1,0,0
0.842984000,1,1,1,0
0.843034000,0,1,0,0
0.843086000,0,1,1,0
0.843138000,1,1,0,0
0.843188000,1,1,1,0
0.843240000,0,1,0,0
0.843290000,0,1,1,0
0.843342000,0,1,0,0
0.843616000,1,1,0,0
0.843772000,1,1,1,0
0.843822000,0,1,0,0
0.843874000,0,1,1,0
0.843924000,0,1,0,0
0.843976000,0,1,1,0
0.844028000,0,1,0,0
0.844078000,0,1,1,0
0.844130000,0,1,0,0
0.844180000,0,1,1,0
0.844232000,1,1,0,0
0.844284000,1,1,1,0
0.844334000,1,1,0,0
0.844386000,1,1,1,0
0.844436000,1,1,0,0
0.844488000,1,1,1,0
0.844540000,0,1,0,0
0.844984000,1,1,0,0
0.845140000,1,1,1,0
0.845190000,1,1,0,0
0.845242000,1,1,1,0
0.845292000,1,1,0,0
0.845344000,1,1,1,0
0.845396000,1,1,0,0
0.845446000,1,1,1,0
0.845498000,1,1,0,0
0.845548000,1,1,1,0
0.845600000,1,1,0,0
0.845652000,1,1,1,0
0.845702000,1,1,0,0
0.845754000,1,1,1,0
0.845804000,1,1,0,0
0.845856000,1,1,1,0
0.845908000,0,0,0,0
0.846178000,1,0,0,0
0.846334000,1,0,1,0
0.846384000,1,0,0,0
0.846436000,1,0,1,0
0.846486000,1,0,0,0
0.846538000,1,0,1,0
0.846590000,1,0,0,0
0.846640000,1,0,1,0
0.846692000,1,0,0,0
0.846742000,1,0,1,0
0.846794000,1,0,0,0
0.846846000,1,0,1,0
0.846896000,1,0,0,0
0.846948000,1,0,1,0
0.846998000,1,1,0,0
0.847050000,1,1,1,0
0.847102000,1,0,0,0
0.847584000,1,0,1,0
0.847636000,1,0,0,0
0.847686000,1,0,1,0
0.847738000,1,0,0,0
0.847788000,1,0,1,0
0.847840000,1,0,0,0
0.847892000,1,0,1,0
0.847942000,1,0,0,0
0.847994000,1,0,1,0
0.848044000,1,0,0,0
0.848096000,1,0,1,0
0.848148000,1,0,0,0
0.848198000,1,0,1,0
0.848250000,1,0,0,0
0.848300000,1,0,1,0
0.848352000,1,0,0,0
0.848756000,1,0,1,0
0.848808000,1,0,0,0
0.848858000,1,0,1,0
0.848910000,1,0,0,0
0.848960000,1,0,1,0
0.849012000,1,0,0,0
0.849064000,1,0,1,0
0.849114000,1,0,0,0
0.849166000,1,0,1,0
0.849216000,1,0,0,0
0.849268000,1,0,1,0
0.849320000,1,0,0,0
0.849370000,1,0,1,0
0.849422000,1,0,0,0
0.849472000,1,0,1,0
0.849524000,1,0,0,0
0.850166000,1,0,1,0
0.850216000,1,0,0,0
0.850268000,1,0,1,0
0.850318000,1,0,0,0
0.850370000,1,0,1,0
0.850422000,1,0,0,0
0.850472000,1,0,1,0
0.850524000,1,0,0,0
0.850574000,1,0,1,0
0.850626000,1,0,0,0
0.850678000,1,0,1,0
0.850728000,1,0,0,0
0.850780000,1,0,1,0
0.850830000,1,1,0,0
0.850882000,1,1,1,0
0.850934000,1,1,0,0
0.851476000,1,1,1,0
0.851528000,1,0,0,0
0.851578000,1,0,1,0
0.851630000,1,1,0,0
0.851682000,1,1,1,0
0.851732000,1,0,0,0
0.851784000,1,0,1,0
0.851834000,1,1,0,0
0.851886000,1,1,1,0
0.851938000,1,0,0,0
0.851988000,1,0,1,0
0.852040000,1,1,0,0
0.852090000,1,1,1,0
0.852142000,1,0,0,0
0.852194000,1,0,1,0
0.852244000,1,1,0,0
0.852448000,1,1,0,1
0.852704000,1,1,1,1
0.852756000,1,1,0,1
0.852808000,1,1,1,1
0.852858000,1,1,0,1
0.852910000,1,1,1,1
0.852960000,1,1,0,1
0.853012000,1,1,1,1
0.853064000,1,1,0,1
0.853114000,1,1,1,1
0.853166000,1,1,0,1
0.853216000,1,1,1,1
0.853268000,1,1,0,1
0.853320000,1,1,1,1
0.853370000,1,1,0,1
0.853422000,1,1,1,1
0.853472000,1,1,0,1
0.853748000,1,1,0,0
0.854126000,1,1,1,0
0.854176000,1,1,0,0
0.854228000,1,1,1,0
0.854278000,1,1,0,0
0.854330000,1,1,1,0
0.854382000,1,1,0,0
0.854432000,1,1,1,0
0.854484000,1,1,0,0
0.854534000,1,1,1,0
0.854586000,1,1,0,0
0.854638000,1,1,1,0
0.854688000,1,1,0,0
0.854740000,1,1,1,0
0.854790000,1,1,0,0
0.854842000,1,1,1,0
0.854894000,1,1,0,0
0.855454000,1,1,1,0
0.855506000,1,1,0,0
0.855556000,1,1,1,0
0.855608000,1,1,0,0
0.855658000,1,1,1,0
0.855710000,1,1,0,0
0.855762000,1,1,1,0
0.855812000,1,1,0,0
0.855864000,1,1,1,0
0.855914000,1,1,0,0
0.855966000,1,1,1,0
0.856018000,1,1,0,0
0.856068000,1,1,1,0
0.856120000,1,1,0,0
0.856170000,1,1,1,0
0.856222000,1,1,0,0
0.856658000,1,1,1,0
0.856710000,1,1,0,0
0.856762000,1,1,1,0
0.856812000,1,1,0,0
0.856864000,1,1,1,0
0.856914000,1,1,0,0
0.856966000,1,1,1,0
0.857018000,1,1,0,0
0.857068000,1,1,1,0
0.857120000,1,1,0,0
0.857170000,1,1,1,0
0.857222000,1,1,0,0
0.857274000,1,1,1,0
0.857324000,1,1,0,0
0.857376000,1,1,1,0
0.857426000,1,1,0,0
0.858094000,1,1,1,0
0.858144000,1,1,0,0
0.858196000,1,1,1,0
0.858248000,1,1,0,0
0.858298000,1,1,1,0
0.858350000,1,1,0,0
0.858400000,1,1,1,0
0.858452000,1,1,0,0
0.858504000,1,1,1,0
0.858554000,1,1,0,0
0.858606000,1,1,1,0
0.858656000,1,1,0,0
0.858708000,1,1,1,0
0.858760000,1,1,0,0
0.858810000,1,1,1,0
0.858862000,1,1,0,0
0.859284000,0,1,0,0
0.859438000,0,1,1,0
0.859490000,1,1,0,0
0.859542000,1,1,1,0
0.859592000,1,1,0,0
0.859644000,1,1,1,0
0.859694000,1,1,0,0
0.859746000,1,1,1,0
0.859798000,0,1,0,0
0.859848000,0,1,1,0
0.859900000,1,1,0,0
0.859950000,1,1,1,0
0.860002000,1,1,0,0
0.860054000,1,1,1,0
0.860104000,1,1,0,0
0.860156000,1,1,1,0
0.860206000,1,1,0,0
0.860454000,0,1,0,0
0.860608000,0,1,1,0
0.860660000,0,1,0,0
0.860712000,0,1,1,0
0.860762000,0,1,0,0
0.860814000,0,1,1,0
0.860864000,0,1,0,0
0.860916000,0,1,1,0
0.860968000,0,1,0,0
0.861018000,0,1,1,0
0.861070000,0,1,0,0
0.861120000,0,1,1,0
0.861172000,0,1,0,0
0.861224000,0,1,1,0
0.861274000,0,1,0,0
0.861326000,0,1,1,0
0.861376000,1,1,0,0
0.861738000,0,1,0,0
0.861894000,0,1,1,0
0.861944000,0,1,0,0
0.861996000,0,1,1,0
0.862046000,0,1,0,0
0.862098000,0,1,1,0
0.862150000,0,1,0,0
0.862200000,0,1,1,0
0.862252000,0,1,0,0
0.862302000,0,1,1,0
0.862354000,0,1,0,0
0.862406000,0,1,1,0
0.862456000,0,1,0,0
0.862508000,0,1,1,0
0.862558000,0,1,0,0
0.862610000,0,1,1,0
0.862662000,1,1,0,0
0.863044000,0,1,0,0
0.863198000,0,1,1,0
0.863248000,0,1,0,0
0.863300000,0,1,1,0
0.863352000,0,1,0,0
0.863402000,0,1,1,0
0.863454000,0,1,0,0
0.863504000,0,1,1,0
0.863556000,0,1,0,0
0.863608000,0,1,1,0
0.863658000,0,1,0,0
0.863710000,0,1,1,0
0.863760000,0,1,0,0
0.863812000,0,1,1,0
0.863864000,0,1,0,0
0.863914000,0,1,1,0
0.863966000,0,1,0,0
0.864418000,0,1,1,0
0.864470000,0,1,0,0
0.864522000,0,1,1,0
0.864572000,0,1,0,0
0.864624000,0,1,1,0
0.864674000,0,1,0,0
0.864726000,0,1,1,0
0.864778000,0,1,0,0
0.864828000,0,1,1,0
0.864880000,0,1,0,0
0.864930000,0,1,1,0
0.864982000,0,1,0,0
0.865034000,0,1,1,0
0.865084000,0,1,0,0
0.865136000,0,1,1,0
0.865186000,0,1,0,0
0.866348000,0,1,1,0
0.866398000,0,1,0,0
0.866450000,0,1,1,0
0.866502000,0,1,0,0
0.866552000,0,1,1,0
0.866604000,0,1,0,0
0.866654000,0,1,1,0
0.866706000,0,1,0,0
0.866758000,0,1,1,0
0.866808000,0,1,0,0
0.866860000,0,1,1,0
0.866910000,0,1,0,0
0.866962000,0,1,1,0
0.867014000,1,1,0,0
0.867064000,1,1,1,0
0.867116000,0,1,0,0
0.867498000,1,1,0,0
0.867654000,1,1,1,0
0.867704000,1,1,0,0
0.867756000,1,1,1,0
0.867806000,1,1,0,0
0.867858000,1,1,1,0
0.867910000,1,1,0,0
0.867960000,1,1,1,0
0.868012000,1,1,0,0
0.868062000,1,1,1,0
0.868114000,1,1,0,0
0.868166000,1,1,1,0
0.868216000,1,1,0,0
0.868268000,1,1,1,0
0.868318000,1,1,0,0
0.868370000,1,1,1,0
0.868422000,0,0,0,0
0.868864000,1,0,0,0
0.869020000,1,0,1,0
0.869070000,1,0,0,0
0.869122000,1,0,1,0
0.869172000,1,0,0,0
0.869224000,1,0,1,0
0.869276000,1,0,0,0
0.869326000,1,0,1,0
0.869378000,1,0,0,0
0.869428000,1,0,1,0
0.869480000,1,0,0,0
0.869532000,1,0,1,0
0.869582000,1,0,0,0
0.869634000,1,0,1,0
0.869684000,1,1,0,0
0.869736000,1,1,1,0
0.869788000,0,1,0,0
0.870070000,0,1,0,1
0.870128000,1,1,0,1
0.870284000,1,1,1,1
0.870334000,1,1,0,1
0.870386000,1,1,1,1
0.870436000,1,1,0,1
0.870488000,1,1,1,1
0.870540000,1,1,0,1
0.870590000,1,1,1,1
0.870642000,1,1,0,1
0.870692000,1,1,1,1
0.870744000,1,1,0,1
0.870796000,1,1,1,1
0.870846000,1,1,0,1
0.870898000,1,1,1,1
0.870948000,1,1,0,1
0.871000000,1,1,1,1
0.871052000,0,1,0,1
0.871392000,0,1,0,0
0.871448000,1,1,0,0
0.871604000,1,1,1,0
0.871654000,1,1,0,0
0.871706000,1,1,1,0
0.871756000,1,1,0,0
0.871808000,1,1,1,0
0.871860000,1,1,0,0
0.871910000,1,1,1,0
0.871962000,1,1,0,0
0.872012000,1,1,1,0
0.872064000,1,1,0,0
0.872116000,1,1,1,0
0.872166000,1,1,0,0
0.872218000,1,1,1,0
0.872268000,1,1,0,0
0.872320000,1,1,1,0
0.872372000,1,1,0,0
0.872796000,1,1,1,0
0.872846000,1,1,0,0
0.872898000,1,1,1,0
0.872950000,1,1,0,0
0.873000000,1,1,1,0
0.873052000,1,1,0,0
0.873102000,1,1,1,0
0.873154000,1,1,0,0
0.873206000,1,1,1,0
0.873256000,1,1,0,0
0.873308000,1,1,1,0
0.873358000,1,1,0,0
0.873410000,1,1,1,0
0.873462000,1,1,0,0
0.873512000,1,1,1,0
0.873564000,1,1,0,0
0.874182000,1,1,1,0
0.874234000,1,1,0,0
0.874286000,1,1,1,0
0.874336000,1,1,0,0
0.874388000,1,1,1,0
0.874438000,1,1,0,0
0.874490000,1,1,1,0
0.874542000,1,1,0,0
0.874592000,1,1,1,0
0.874644000,1,1,0,0
0.874694000,1,1,1,0
0.874746000,1,1,0,0
0.874798000,1,1,1,0
0.874848000,1,1,0,0
0.874900000,1,1,1,0
0.874950000,1,1,0,0
0.875512000,1,1,1,0
0.875564000,1,1,0,0
0.875614000,1,1,1,0
0.875666000,1,1,0,0
0.875716000,1,1,1,0
0.875768000,1,1,0,0
0.875820000,1,1,1,0
0.875870000,1,1,0,0
0.875922000,1,1,1,0
0.875972000,1,1,0,0
0.876024000,1,1,1,0
0.876076000,1,1,0,0
0.876126000,1,1,1,0
0.876178000,1,1,0,0
0.876228000,1,1,1,0
0.876280000,1,1,0,0
0.876562000,0,1,0,0
0.876716000,0,1,1,0
0.876766000,1,1,0,0
0.876818000,1,1,1,0
0.876870000,1,1,0,0
0.876920000,1,1,1,0
0.876972000,0,1,0,0
0.877022000,0,1,1,0
0.877074000,1,1,0,0
0.877126000,1,1,1,0
0.877176000,0,1,0,0
0.877228000,0,1,1,0
0.877278000,0,1,0,0
0.877330000,0,1,1,0
0.877382000,1,1,0,0
0.877432000,1,1,1,0
0.877484000,1,1,0,0
0.877970000,0,1,0,0
0.878126000,0,1,1,0
0.878176000,1,1,0,0
0.878228000,1,1,1,0
0.878278000,0,1,0,0
0.878330000,0,1,1,0
0.878382000,0,1,0,0
0.878432000,0,1,1,0
0.878484000,0,1,0,0
0.878534000,0,1,1,0
0.878586000,0,1,0,0
0.878638000,0,1,1,0
0.878688000,0,1,0,0
